Pcode,Locality,Town $
7017,Risdon,32863
5540,Risdon Park,32863
5540,Risdon Park South,32863
7016,Risdon Vale,32863
4807,Rita Island,32863
4655,River Heads,32863
4680,River Ranch,32863
5253,Riverglades,32863
5253,Riverglen,32863
4074,Riverhills,46455
2678,Riverina Mc,46455
2850,Riverlea,30458
4626,Riverleigh,30458
3401,Riverside,30458
7250,Riverside,30458
2444,Riverside,30458
3860,Riverslea,30458
4470,Riversleigh,30458
2765,Riverstone,30458
6148,Riverton,30458
5412,Riverton,30458
4385,Riverton,30458
2372,Rivertree,30458
6103,Rivervale,30458
2404,Riverview,30458
4303,Riverview,30458
2066,Riverview,30458
2210,Riverwood,30458
2611,Rivett,50152
2330,Rixs Creek,50152
4310,Roadvale,50152
2360,Rob Roy,50152
5276,Robe,50152
2577,Robertson,36075
4109,Robertson,36075
3971,Robertsons Beach,36075
5381,Robertstown,36075
7275,Robigana,36075
822,Robin Falls,36075
2795,Robin Hill,36075
4226,Robina,37770
4226,Robina Dc,37770
4230,Robina Town Centre,37770
6330,Robinson,37770
3019,Robinson,37770
852,Robinson River,37770
3549,Robinvale,37770
3549,Robinvale Irrigation District Section B,37770
3549,Robinvale Irrigation District Section C,37770
3549,Robinvale Irrigation District Section D,37770
3549,Robinvale Irrigation District Section E,37770
4123,Rochedale,39690
4123,Rochedale South,39676
7248,Rocherlea,39676
7170,Roches Beach,39676
5464,Rochester,39676
3561,Rochester,39676
3442,Rochford,39676
2630,Rock Flat,39676
2795,Rock Forest,39676
2480,Rock Valley,39676
3335,Rockbank,39676
2216,Rockdale,39676
4700,Rockhampton,39823
4700,Rockhampton City,39648
4701,Rockhampton Dc,39648
4700,Rockhampton Hospital,39648
6968,Rockingham,39648
6168,Rockingham,39648
4854,Rockingham,39648
6969,Rockingham Beach,41858
6168,Rockingham Beach,41858
6168,Rockingham Dc,41858
6967,Rockingham Dc,41858
3401,Rocklands,41858
4106,Rocklea,39790
6751,Rocklea,39790
4106,Rocklea Dc,39790
5254,Rockleigh,39790
2795,Rockley,39790
2795,Rockley Mount,39790
3364,Rocklyn,39790
4344,Rockmount,39790
4510,Rocksberg,39790
4343,Rockside,39790
2632,Rockton,39790
4350,Rockville,39790
6532,Rockwell,39790
5280,Rocky Camp,39790
7321,Rocky Cape,39790
2371,Rocky Creek,39790
4357,Rocky Creek,39790
2390,Rocky Creek,39790
2357,Rocky Glen,39790
6397,Rocky Gully,39790
5254,Rocky Gully,39790
2550,Rocky Hall,39790
7190,Rocky Hills,39790
2628,Rocky Plain,39790
5381,Rocky Plain,39790
3377,Rocky Point,39790
2259,Rocky Point,39790
4873,Rocky Point,39790
5238,Rocky Point,39790
4874,Rocky Point,39790
2372,Rocky River,39790
2358,Rocky River,39790
4701,Rockyview,39790
2046,Rodd Point,39790
4678,Rodds Bay,39790
4370,Rodgers Creek,39790
6718,Roebourne,39790
6725,Roebuck,62069
6226,Roelands,62069
7330,Roger River,62069
5571,Rogues Point,62069
7019,Rokeby,62069
3821,Rokeby,62069
3330,Rokewood,62069
3351,Rokewood Junction,62069
7306,Roland,62069
6111,Roleystone,62069
2441,Rollands Plains,62069
4702,Rolleston,62069
4816,Rollingstone,62069
4455,Roma,62069
7320,Romaine,29578
3434,Romsey,29578
2422,Rookhurst,29578
4871,Rookwood,29578
2141,Rookwood,29578
2766,Rooty Hill,29578
4343,Ropeley,29578
2395,Ropers Road,32369
2760,Ropes Crossing,32369
6285,Rosa Brook,32369
6285,Rosa Glen,32369
4401,Rosalie Plains,30209
3084,Rosanna,30209
7015,Rose Bay,30209
2029,Rose Bay,30209
2030,Rose Bay North,30209
5067,Rose Park,30209
3678,Rose River,30209
2630,Rose Valley,30209
2534,Rose Valley,30209
2480,Rosebank,30209
2793,Roseberg,30209
2474,Roseberry,30209
2474,Roseberry Creek,30209
2018,Rosebery,30209
3395,Rosebery,30209
832,Rosebery,30209
7470,Rosebery,30209
1445,Rosebery,30209
832,Rosebery Heights,30209
2320,Rosebrook,30209
3285,Rosebrook,30209
3939,Rosebud,30209
3939,Rosebud Plaza,30209
3940,Rosebud West,30209
2536,Rosedale,30209
4674,Rosedale,30209
5350,Rosedale,30209
3847,Rosedale,30209
7140,Rosegarland,30209
2142,Rosehill,30209
4370,Rosehill,30209
2196,Roselands,30209
4740,Rosella,30209
2560,Rosemeadow,30209
2632,Rosemeath,30209
4560,Rosemount,30209
4811,Roseneath,30209
4370,Rosenthal Heights,30209
3385,Roses Gap,30209
5275,Rosetown,30209
7010,Rosetta,30209
7292,Rosevale,30209
4340,Rosevale,30209
7277,Rosevears,30209
2069,Roseville,30209
2069,Roseville Chase,30209
5013,Rosewater,30209
5013,Rosewater East,30209
3737,Rosewhite,30209
4340,Rosewood,30209
2652,Rosewood,30209
2446,Rosewood,30209
5371,Roseworthy,30209
2580,Roslyn,30209
3564,Roslynmead,30209
7018,Rosny,30209
7018,Rosny Park,30209
870,Ross,30209
7209,Ross,30209
4570,Ross Creek,30209
3351,Ross Creek,30209
4816,Ross River,30209
7213,Rossarden,30209
3377,Rossbridge,30209
2439,Rossglen,30209
2336,Rossgole,30209
2621,Rossi,30209
4812,Rosslea,40470
4703,Rosslyn,40470
5072,Rosslyn Park,40470
2557,Rossmore,40470
6401,Rossmore,40470
4702,Rossmoya,40470
6148,Rossmoyne,40470
4356,Rossvale,40470
4895,Rossville,40470
5073,Rostrevor,40470
3477,Rostron,40470
2320,Rothbury,40470
6620,Rothsay,40470
4022,Rothwell,40470
2675,Roto,34491
6161,Rottnest Island,34491
2336,Rouchel,34491
2336,Rouchel Brook,34491
2330,Roughit,34491
2158,Round Corner,34491
4677,Round Hill,34491
7320,Round Hill,34491
2484,Round Mountain,34491
2846,Round Swamp,34491
4718,Roundstone,34491
2477,Rous,34491
2477,Rous Mill,34491
2155,Rouse Hill,34491
2650,Rowan,34491
7270,Rowella,34491
2387,Rowena,34491
4810,Rowes Bay,34491
5352,Rowland Flat,51483
2484,Rowlands Creek,51483
3340,Rowsley,51483
3178,Rowville,51483
3064,Roxburgh Park,51483
5725,Roxby Downs,51483
6958,Royal Australian Navy Warships,58315
4029,Royal Brisbane Hospital,58315
1221,Royal Exchange,58315
1222,Royal Exchange,58315
1223,Royal Exchange,58315
1224,Royal Exchange,58315
1225,Royal Exchange,58315
7213,Royal George,58315
3050,Royal Melbourne Hospital,58315
2065,Royal North Shore Hospital,58315
5014,Royal Park,58315
2620,Royalla,58315
4515,Royston,58315
5070,Royston Park,58315
2039,Rozelle,58315
6280,Ruabon,58315
3712,Rubicon,58315
3953,Ruby,58315
4380,Ruby Creek,58315
4670,Rubyanna,58315
4702,Rubyvale,58315
5642,Rudall,58315
6532,Rudds Gully,58315
3666,Ruffy,58315
2648,Rufus,58315
2583,Rugby,58315
2474,Rukenvale,58315
4674,Rules Beach,58315
822,Rum Jungle,58315
2580,Run-O-Waters,58315
4216,Runaway Bay,58315
4113,Runcorn,36598
5000,Rundle Mall,36598
4849,Rungoo,36598
4287,Running Creek,36598
3691,Running Creek,36598
2850,Running Stream,36598
2536,Runnyford,36598
3558,Runnymede,36598
4615,Runnymede,36598
7190,Runnymede,36598
3388,Rupanyup,36598
4740,Rural View,36598
2560,Ruse,36598
4521,Rush Creek,36598
2011,Rushcutters Bay,36598
2346,Rushes Creek,36598
2460,Rushforth,36598
3612,Rushworth,36598
7264,Rushy Lagoon,36598
2600,Russell,36598
4184,Russell Island,36598
2046,Russell Lea,36598
2517,Russell Vale,36598
3331,Russells Bridge,36598
2320,Rutherford,36598
3685,Rutherglen,36598
2480,Ruthven,36598
2658,Ryan,36598
4825,Ryan,36598
3875,Ryans,36598
6395,Ryansbrook,36598
3992,Ryanston,36598
2790,Rydal,36598
2116,Rydalmere,36598
1701,Rydalmere Bc,36598
2112,Ryde,36598
1680,Ryde,36598
3941,Rye,46489
2586,Rye Park,46489
4361,Ryeford,46489
2283,Ryhope,46489
2849,Rylstone,46489
3810,Rythdale,46489
6280,Sabina River,31591
4401,Sabine,31591
2756,Sackville,31591
2756,Sackville North,31591
870,Sadadeen,31591
2533,Saddleback Mountain,31591
5413,Saddleworth,31591
2168,Sadleir,31591
4305,Sadliers Crossing,31591
6169,Safety Bay,31591
3936,Safety Beach,31591
2456,Safety Beach,31591
4875,Saibai Island,31591
3461,Sailors Falls,31591
3556,Sailors Gully,31591
3461,Sailors Hill,31591
5461,Saints,31591
2317,Salamander Bay,31591
3850,Sale,31591
3853,Sale,31591
3852,Sale East Raaf,31591
5255,Salem,31591
2420,Salisbury,36362
4107,Salisbury,36362
5108,Salisbury,36362
5108,Salisbury Downs,36253
4107,Salisbury East,36253
5109,Salisbury East,36253
5109,Salisbury East Northbri Ave,36253
5109,Salisbury Heights,36253
5108,Salisbury North,36253
5108,Salisbury North Whites Road,36253
5109,Salisbury Park,36253
5109,Salisbury Plain,36253
2358,Salisbury Plains,36253
5106,Salisbury South,36253
5106,Salisbury South Bc,36253
5106,Salisbury South Dc,36253
3517,Salisbury West,36253
2850,Sallys Flat,36253
6445,Salmon Gums,36253
2318,Salt Ash,36253
5264,Salt Creek,36253
6152,Salter Point,36253
5401,Salter Springs,36253
5433,Saltia,36253
2430,Saltwater,36253
7186,Saltwater River,36253
3673,Samaria,36253
4520,Samford,36253
4520,Samford Valley,36253
4520,Samford Village,36253
5114,Sampson Flat,36253
6163,Samson,36253
4520,Samsonvale,36253
2650,San Isidore,36253
2262,San Remo,36253
3925,San Remo,36253
6210,San Remo,36253
2446,Sancrox,36253
4212,Sanctuary Cove,36253
2540,Sanctuary Point,36253
5309,Sandalwood,36253
2428,Sandbar,36253
5255,Sandergrove,36253
5237,Sanderston,36253
7150,Sandfly,36253
3312,Sandford,36253
7020,Sandford,36253
4017,Sandgate,39460
2304,Sandgate,39460
4017,Sandgate Dc,39460
3579,Sandhill Lake,39460
3977,Sandhurst,39460
3550,Sandhurst East,39460
4740,Sandiford,39460
2700,Sandigo,39460
5571,Sandilands,39460
2469,Sandilands,39460
5356,Sandleton,39460
2463,Sandon,39460
3462,Sandon,39460
872,Sandover,39460
3171,Sandown Village,39460
822,Sandpalms Roadhouse,39460
6330,Sandpatch,39460
3191,Sandringham,39460
2219,Sandringham,39460
4701,Sandringham,39460
6532,Sandsprings,39460
6639,Sandstone,39460
4511,Sandstone Point,40271
7006,Sandy Bay,40271
7005,Sandy Bay,40271
2456,Sandy Beach,40271
4361,Sandy Camp,40271
2835,Sandy Creek,40271
5350,Sandy Creek,40271
4515,Sandy Creek,40271
2338,Sandy Creek,40271
3695,Sandy Creek,40271
2460,Sandy Crossing,40271
2372,Sandy Flat,40271
5275,Sandy Grove,40271
2729,Sandy Gully,40271
6535,Sandy Gully,40271
2372,Sandy Hill,40271
2333,Sandy Hollow,40271
4871,Sandy Pocket,40271
2172,Sandy Point,40271
3959,Sandy Point,40271
4615,Sandy Ridges,40271
2646,Sanger,40271
2219,Sans Souci,40271
872,Santa Teresa,40271
4702,Sapphire,40271
2360,Sapphire,40271
2450,Sapphire Beach,40271
5222,Sapphiretown,40271
4275,Sarabah,40271
2251,Saratoga,40271
3858,Sargood,40271
4737,Sarina,40271
4737,Sarina Beach,40271
4737,Sarina Range,40271
3875,Sarsfield,40271
3787,Sassafras,40271
2622,Sassafras,40271
7307,Sassafras,40271
3787,Sassafras Gully,40271
2350,Saumarez,40271
2350,Saumarez Ponds,40271
4818,Saunders Beach,40271
7321,Savage River,40271
4816,Savannah,40271
2646,Savernake,40271
3723,Sawmill Settlement,40271
2474,Sawpit Creek,40271
2452,Sawtell,40271
2326,Sawyers Gully,40271
6074,Sawyers Valley,40271
4822,Saxby,40271
6447,Scaddan,40271
7215,Scamander,40271
6922,Scarborough,40271
2515,Scarborough,40271
4020,Scarborough,40271
6019,Scarborough,40271
4655,Scarness,40271
3351,Scarsdale,40271
5680,Sceale Bay,40271
5311,Schell Well,36265
2756,Scheyville,36265
2762,Schofields,36265
6285,Schroeder,36265
2337,Scone,36265
7330,Scopus,36265
3179,Scoresby,36265
3176,Scoresby Bc,36265
3352,Scotchmans Lead,36265
7330,Scotchtown,36265
4570,Scotchy Pocket,36265
2648,Scotia,36265
2105,Scotland Island,36265
3352,Scotsburn,36265
6333,Scotsdale,36265
5153,Scott Creek,36265
6288,Scott River,36265
6275,Scott River East,36265
6244,Scotts Brook,36265
2338,Scotts Creek,36265
3267,Scotts Creek,36265
2330,Scotts Flat,36265
2447,Scotts Head,36265
7260,Scottsdale,36265
4804,Scottville,36265
4313,Scrub Creek,36265
4570,Scrubby Creek,36265
4356,Scrubby Mountain,36265
2614,Scullin,49577
7256,Sea Elephant,49577
3533,Sea Lake,49577
6042,Seabird,49577
3028,Seabrook,49577
5049,Seacliff,49577
5049,Seacliff Park,49577
3851,Seacombe,49577
5047,Seacombe Gardens,49577
5047,Seacombe Heights,49577
5169,Seaford,49577
3198,Seaford,49577
5169,Seaford Heights,49577
5169,Seaford Meadows,49577
5169,Seaford Rise,49577
2092,Seaforth,49577
4741,Seaforth,49577
2324,Seaham,49577
2286,Seahampton,49577
3018,Seaholme,49577
5223,Seal Bay,49577
2423,Seal Rocks,49577
3851,Seaspray,49577
3858,Seaton,49577
5023,Seaton,49577
3821,Seaview,49577
5049,Seaview Downs,49577
3556,Sebastian,49577
5280,Sebastopol,49577
2666,Sebastopol,49577
3356,Sebastopol,49577
5204,Second Valley,49577
6173,Secret Harbour,49577
5353,Sedan,49577
5223,Seddon,49577
3011,Seddon,49577
3011,Seddon West,49577
2330,Sedgefield,49577
4724,Sedgeford,49577
3551,Sedgwick,49577
2460,Seelands,49577
2162,Sefton,49577
5083,Sefton Park,49577
2337,Segenhoe,49577
4876,Seisia,49577
7292,Selbourne,49577
3159,Selby,49577
4630,Selene,49577
4816,Sellheim,49577
5174,Sellicks Beach,49577
5174,Sellicks Hill,49577
3737,Selwyn,49577
5019,Semaphore,49577
5019,Semaphore Park,49577
5019,Semaphore South,49577
5268,Senior,49577
3234,Separation Creek,49577
5355,Seppeltsfield,49577
6330,Seppings,49577
4754,Septimus,49577
6125,Serpentine,49577
3517,Serpentine,49577
3420,Serviceton,44715
2444,Settlement City,44715
2147,Seven Hills,44715
1730,Seven Hills,44715
4170,Seven Hills,44715
1781,Seven Hills Mc,44715
2147,Seven Hills West,44715
7170,Seven Mile Beach,44715
2440,Seven Oaks,44715
5453,Sevenhill,44715
4344,Seventeen Mile,44715
4073,Seventeen Mile Rocks,50248
4677,Seventeen Seventy,50248
4820,Seventy Mile,50248
4380,Severnlea,50248
3139,Seville,50248
3139,Seville East,50248
6112,Seville Grove,50248
4570,Sexton,50248
2470,Sextonville,50248
3660,Seymour,50248
3661,Seymour,50248
7215,Seymour,50248
3660,Seymour South,50248
6386,Shackleton,50248
6333,Shadforth,50248
2800,Shadforth,50248
3821,Shady Creek,50248
4128,Shailer Park,39396
2428,Shallow Bay,39396
3960,Shallow Inlet,39396
2770,Shalvey,39396
2747,Shanes Park,39396
6262,Shannon,39396
7030,Shannon,39396
2470,Shannon Brook,39396
2370,Shannon Vale,39396
2460,Shannondale,39396
2630,Shannons Flat,39396
4873,Shannonvale,39396
3898,Shannonvale,39396
6537,Shark Bay,39396
2463,Shark Creek,35314
4670,Sharon,35314
2729,Sharps Creek,35314
5267,Shaugh,35314
4818,Shaw,35314
3377,Shays Flat,35314
3331,She Oaks,35314
5371,Shea-Oak Log,35314
3666,Sheans Creek,35314
5581,Sheaoak Flat,35314
7307,Shearwater,35314
2790,Sheedys Gully,35314
3392,Sheep Hills,35314
4515,Sheep Station Creek,35314
7306,Sheffield,35314
5158,Sheidow Park,35314
3515,Shelbourne,35314
4874,Shelburne,35314
4157,Sheldon,35314
3329,Shelford,39130
2529,Shell Cove,39130
4855,Shell Pocket,39130
6148,Shelley,39130
3701,Shelley,39130
2529,Shellharbour,39130
2529,Shellharbour City Centre,38259
4551,Shelly Beach,38259
2261,Shelly Beach,38259
4810,Shelly Beach,38259
6008,Shenton Park,38259
3461,Shepherds Flat,38259
3630,Shepparton,38259
3632,Shepparton,38259
3631,Shepparton East,38259
3631,Shepparton North,38259
3630,Shepparton South,38259
3789,Sherbrooke,38259
5607,Sheringa,38259
6714,Sherlock,38259
5301,Sherlock,38259
2450,Sherwood,49289
4075,Sherwood,49289
5267,Sherwood,49289
2440,Sherwood,49289
2474,Sherwood,49289
4809,Shirbourne,49289
830,Shoal Bay,49289
2315,Shoal Bay,49289
4750,Shoal Point,49289
2535,Shoalhaven Heads,33003
4702,Shoalwater,33003
6169,Shoalwater,33003
2787,Shooters Hill,33003
3916,Shoreham,33003
7320,Shorewell Park,33003
4017,Shorncliffe,33003
5279,Short,33003
2307,Shortland,33003
6225,Shotts,33003
4802,Shute Harbour,33003
7270,Sidmouth,33003
3444,Sidonia,33003
6280,Siesta Park,33003
2372,Silent Grove,33003
4304,Silkstone,33003
4856,Silkwood,33003
4857,Silkwood East,33003
4854,Silky Oak,33003
3795,Silvan,33003
4800,Silver Creek,33003
4352,Silver Ridge,33003
6210,Silver Sands,33003
4385,Silver Spur,33003
4872,Silver Valley,33003
4307,Silverdale,33003
2752,Silverdale,33003
4605,Silverleaf,33003
3922,Silverleaves,33003
4401,Silverleigh,33003
2880,Silverton,33003
5204,Silverton,33003
2264,Silverwater,33003
1811,Silverwater,33003
2128,Silverwater,33003
4370,Silverwood,33003
4454,Simmie,33003
2469,Simpkins Creek,33003
872,Simpson,33003
3266,Simpson,33003
7150,Simpsons Bay,33003
3888,Simpsons Creek,33003
3465,Simson,33003
6065,Sinagra,33003
6450,Sinclair,33003
6175,Singleton,33003
2330,Singleton,33003
2330,Singleton Heights,48704
2331,Singleton Military Area,48704
2331,Singleton Milpo,48704
2775,Singletons Mill,48704
4073,Sinnamon Park,48704
4556,Sippy Downs,48704
6437,Sir Samuel,48704
7321,Sisters Beach,48704
7325,Sisters Creek,48704
2469,Six Mile Swamp,48704
6426,Skeleton Rock,48704
3233,Skenes Creek,48704
3233,Skenes Creek North,48704
2478,Skennars Head,48704
3260,Skibo,48704
2440,Skillion Flat,48704
3518,Skinners Flat,48704
2481,Skinners Shoot,48704
3361,Skipton,48704
3977,Skye,48704
5072,Skye,48704
4671,Skyring Reserve,48704
4127,Slacks Creek,38267
4740,Slade Point,38267
4370,Sladevale,38267
3477,Slaty Creek,38267
5607,Sleaford,38267
2483,Sleepy Hollow,38267
7186,Sloping Main,38267
3364,Smeaton,38267
2567,Smeaton Grange,38267
6258,Smith Brook,38267
4878,Smithfield,38267
5114,Smithfield,38267
2164,Smithfield,38267
5114,Smithfield Plains,38267
5114,Smithfield West,38267
2164,Smithfield West,38267
4385,Smithlea,38267
3922,Smiths Beach,38267
2460,Smiths Creek,38267
2474,Smiths Creek,38267
2484,Smiths Creek,38267
3760,Smiths Gully,38267
2428,Smiths Lake,38267
7330,Smithton,38267
2440,Smithtown,38267
3364,Smokeytown,38267
3741,Smoko,38267
5680,Smoky Bay,38267
4702,Smoky Creek,38267
3351,Smythes Creek,38267
3351,Smythesdale,38267
3971,Snake Island,38267
3351,Snake Valley,38267
2824,Snakes Plain,38267
2622,Snowball,38267
5520,Snowtown,38267
2628,Snowy Plain,35640
7054,Snug,35636
2790,Sodwalls,35636
2795,Sofala,35636
4825,Soldiers Hill,35636
3350,Soldiers Hill,35636
2317,Soldiers Point,35636
5641,Solomon,35636
5540,Solomontown,35636
6207,Solus,35636
3927,Somers,35636
2250,Somersby,35636
7322,Somerset,35636
4312,Somerset Dam,32230
3062,Somerton,32230
2340,Somerton,32230
3851,Somerton Park,32230
5044,Somerton Park,32230
6430,Somerville,32230
3912,Somerville,32230
4382,Somme,32230
7172,Sorell,32230
7140,Sorell Creek,30217
6020,Sorrento,30217
3943,Sorrento,30217
2640,South Albury,30217
2449,South Arm,30217
2460,South Arm,30217
7022,South Arm,30217
2478,South Ballina,30217
2795,South Bathurst,37907
4670,South Bingera,37907
6424,South Bodallin,37907
6432,South Boulder,37907
2790,South Bowenfels,37907
5048,South Brighton,37907
4101,South Brisbane,49391
4101,South Brisbane Bc,49391
2880,South Broken Hill,49391
7150,South Bruny,49391
6230,South Bunbury,49391
7320,South Burnie,26692
6421,South Burracoppin,26692
6701,South Carnarvon,68355
2034,South Coogee,68355
6317,South Datatine,68355
6411,South Doodlakine,68355
3995,South Dudley,68355
2536,South Durras,68355
4615,South East Nanango,42453
4680,South End,37477
2473,South Evans Head,37477
7330,South Forest,37477
6162,South Fremantle,37477
3220,South Geelong,37477
4680,South Gladstone,30888
6317,South Glencoe,30888
2483,South Golden Beach,30888
2460,South Grafton,31224
2142,South Granville,31224
6528,South Greenough,31224
6055,South Guildford,31224
2722,South Gundagai,31224
2480,South Gundurimba,31224
2365,South Guyra,31224
6722,South Hedland,31224
7004,South Hobart,31224
5550,South Hummocks,31224
2221,South Hurstville,31224
4860,South Innisfail,31224
4660,South Isis,31224
4859,South Johnstone,31224
6430,South Kalgoorlie,31224
2440,South Kempsey,31224
5573,South Kilkerran,31224
3015,South Kingsville,31224
4670,South Kolan,31224
6352,South Kukerin,31224
6368,South Kumminin,31224
6489,South Kununoppin,31224
6164,South Lake,31224
6353,South Lake Grace,31224
7249,South Launceston,31224
2480,South Lismore,31224
2790,South Littleton,31224
4740,South Mackay,41918
4280,South Maclean,41918
2320,South Maitland,41918
2756,South Maroota,41918
3205,South Melbourne,41918
4852,South Mission Beach,41918
3752,South Morang,41918
7264,South Mount Cameron,41918
6635,South Murchison,41918
2484,South Murwillumbah,41918
4615,South Nanango,41918
6355,South Newdegate,41918
7315,South Nietta,41918
2541,South Nowra,41918
2549,South Pambula,41918
2750,South Penrith,41918
6151,South Perth,41918
6951,South Perth,41918
6151,South Perth Angelo St,55860
6701,South Plantations,55860
5038,South Plympton,55860
7315,South Preston,55860
3260,South Purrumbete,55860
6383,South Quairading,55860
7316,South Riana,55860
4306,South Ripley,55860
7310,South Spreyton,55860
7260,South Springfield,55860
6324,South Stirling,55860
4216,South Stradbroke,55860
4496,South Talwood,55860
6409,South Tammin,55860
2340,South Tamworth,55860
4350,South Toowoomba,55860
4810,South Townsville,51513
6488,South Trayning,51513
4680,South Trees,51513
2074,South Turramurra,51513
4892,South Wellesley Islands,51513
2145,South Wentworthville,51513
2431,South West Rocks,46248
3006,South Wharf,46248
2756,South Windsor,30768
2550,South Wolumla,30768
4702,South Yaamba,30768
3141,South Yarra,30768
6487,South Yelbeni,30768
6426,South Yilgarn,30768
6532,South Yuna,30768
6208,South Yunderup,30768
6253,Southampton,30768
2460,Southampton,30768
3006,Southbank,30768
4363,Southbrook,30768
4871,Southedge,39774
5280,Southend,39774
6401,Southern Brook,38529
4820,Southern Cross,38529
6426,Southern Cross,38529
3283,Southern Cross,38529
4211,Southern Lamington,32479
6110,Southern River,29207
1416,Southern Suburbs Mc,29207
1419,Southern Suburbs Mc,29207
2460,Southgate,35481
3192,Southland Centre,35481
4215,Southport,36183
822,Southport,36183
7109,Southport,36183
4215,Southport Bc,36183
7109,Southport Lagoon,36183
4215,Southport Park,36183
4570,Southside,36183
4350,Southtown,36183
4406,Southwood,36183
6530,Spalding,36183
5454,Spalding,36183
7315,Spalford,36183
3461,Spargo Creek,36183
6163,Spearwood,36183
5345,Spectacle Lake,36183
3488,Speed,36183
4613,Speedwell,36183
2284,Speers Point,36183
2735,Speewa,36183
3585,Speewa,36183
4881,Speewah,36183
2615,Spence,43720
5271,Spence,43720
2775,Spencer,43720
6330,Spencer Park,43720
6401,Spencers Brook,43720
2820,Spicers Creek,43720
2454,Spicketts Creek,43720
2088,Spit Junction,43720
4630,Splinter Creek,43720
4306,Split Yard Creek,43720
2640,Splitters Creek,43720
3015,Spotswood,43720
4825,Spreadborough,43720
7315,Sprent,43720
7310,Spreyton,43720
7190,Spring Beach,43720
4352,Spring Bluff,43720
4361,Spring Creek,43720
4343,Spring Creek,43720
2800,Spring Creek,43720
4420,Spring Creek,43720
5453,Spring Farm,43720
2570,Spring Farm,43720
2850,Spring Flat,43720
2470,Spring Grove,43720
3550,Spring Gully,43720
5453,Spring Gully,43720
4000,Spring Hill,49588
4004,Spring Hill,49588
3444,Spring Hill,49588
2800,Spring Hill,49588
2500,Spring Hill,49588
4124,Spring Mountain,49588
2360,Spring Mountain,49588
2388,Spring Plains,49588
2343,Spring Ridge,49588
2798,Spring Terrace,49588
3352,Springbank,49588
4213,Springbrook,49588
4380,Springdale,49588
2666,Springdale,49588
2641,Springdale Heights,49588
3351,Springdallah,49588
2630,Springfield,49588
4871,Springfield,49588
6525,Springfield,49588
4300,Springfield,49588
2250,Springfield,49588
5062,Springfield,49588
3434,Springfield,49588
7260,Springfield,49588
3544,Springfield,49588
4300,Springfield Central,49588
4300,Springfield Lakes,49588
3682,Springhurst,49588
4804,Springlands,49588
3364,Springmount,49588
2618,Springrange,49588
6308,Springs,49588
2800,Springside,49588
4356,Springside,49588
4722,Springsure,49588
5235,Springton,49588
2790,Springvale,49588
3171,Springvale,49588
2650,Springvale,49588
3172,Springvale South,49588
4127,Springwood,38257
2777,Springwood,38257
4873,Spurgeon,38257
5291,Square Mile,38257
7307,Squeaking Point,38257
4671,St Agnes,38257
5097,St Agnes,38257
2775,St Albans,38257
3021,St Albans,38257
3219,St Albans Park,38257
2566,St Andrews,38257
3761,St Andrews,38257
3941,St Andrews Beach,38257
3478,St Arnaud,38257
3477,St Arnaud East,38257
3477,St Arnaud North,38257
4352,St Aubyn,38257
2759,St Clair,38257
5011,St Clair,38257
2330,St Clair,38257
3995,St Clair,38257
2850,St Fillans,38257
2622,St George,38257
4487,St George,38257
6728,St George Ranges,38257
5064,St Georges,44949
2540,St Georges Basin,44949
3620,St Germains,44949
3088,St Helena,44949
4650,St Helens,44949
4356,St Helens,44949
3285,St Helens,44949
7216,St Helens,44949
4798,St Helens Beach,44949
2560,St Helens Park,44949
3401,St Helens Plains,44949
2257,St Huberts Island,44949
2075,St Ives,44949
5252,St Ives,44949
2075,St Ives Chase,44949
6102,St James,44949
3727,St James,44949
5373,St Johns,44949
2176,St Johns Park,44949
4671,St Kilda,44949
5110,St Kilda,44949
3182,St Kilda,44949
3183,St Kilda East,44949
8004,St Kilda Road,44949
3004,St Kilda Road Central,44949
8008,St Kilda Road Central,44949
3004,St Kilda Road Melbourne,44949
3182,St Kilda South,44949
3182,St Kilda West,44949
5356,St Kitts,44949
4707,St Lawrence,44949
7250,St Leonards,44949
3223,St Leonards,44949
2065,St Leonards,44949
1590,St Leonards,44949
4067,St Lucia,53016
4067,St Lucia South,53016
4650,St Mary,53016
2760,St Marys,53016
5042,St Marys,53016
1790,St Marys,53016
7215,St Marys,53016
2760,St Marys East,53016
2760,St Marys South,53016
5068,St Morris,53016
2031,St Pauls,53016
2044,St Peters,53016
5069,St Peters,53016
6302,St Ronans,53016
4405,St Ruth,53016
4892,Staaten,53016
3971,Staceys Bridge,53016
4053,Stafford,41730
4053,Stafford Dc,41730
4053,Stafford Heights,41731
3351,Staffordshire Reef,41731
3691,Staghorn Flat,41731
6181,Stake Hill,41731
4613,Stalworth,41731
4821,Stamford,41731
4702,Stanage,41731
2360,Stanborough,41731
2705,Stanbridge,41731
2327,Stanford Merthyr,41731
2335,Stanhope,41731
3623,Stanhope,41731
2768,Stanhope Gardens,41731
3623,Stanhope South,41731
3747,Stanley,41731
5415,Stanley,41731
7331,Stanley,41731
5453,Stanley Flat,41731
2048,Stanmore,41731
4514,Stanmore,41731
2369,Stannifer,41731
2371,Stannum,41731
5582,Stansbury,41731
4380,Stanthorpe,41731
4702,Stanwell,41731
2508,Stanwell Park,41731
2508,Stanwell Tops,41731
822,Stapleton,41731
4207,Stapylton,41731
4895,Starcke,41731
2790,State Mine Gully,41731
5000,Station Arcade,41731
3340,Staughton Vale,41731
3379,Stavely,41731
