Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,
Television,LOEWE,Loewe ART 42 SL FHD+ 100 68402U70,Germany,650,3.051,3,106,Screen Technology,LCD,Screen area,4929,Average mode power,173
Television,LOEWE,Loewe ART 42 SL FHD+ 100 68402T70,Germany,650,3.051,3,106,Screen Technology,LCD,Screen area,4929,Average mode power,173
Television,LOEWE,Loewe ART 37 SL FHD+ 100 DR+ 68423W39,Germany,515,3.145,3,94,Screen Technology,LCD,Screen area,3854,Average mode power,129
Television,LOEWE,Loewe ART 37 SL FHD+ 100 DR+ 68423U39,Germany,515,3.145,3,94,Screen Technology,LCD,Screen area,3854,Average mode power,129
Television,LOEWE,Loewe ART 37 SL FHD+ 100 DR+  68423T39,Germany,515,3.145,3,94,Screen Technology,LCD,Screen area,3854,Average mode power,129
Television,BAUHN,MD 20133,China,227,3.453,3,58.2,Screen Technology,LCD,Screen area,1450.02,Average mode power,60.74
Television,LOEWE,Loewe ART 37 SL FHD 100  68423W70,Germany,495,3.322,3,94,Screen Technology,LCD,Screen area,3854,Average mode power,124
Television,LOEWE,Loewe ART 37 SL FHD 100  68423U70,Germany,495,3.322,3,94,Screen Technology,LCD,Screen area,3854,Average mode power,124
Television,LOEWE,Loewe ART 37 SL FHD 100  68423T70,Germany,495,3.322,3,94,Screen Technology,LCD,Screen area,3854,Average mode power,124
Television,LOEWE,Loewe ART 32 SL FHD 100 DR+ 68401W49,Germany,495,2.143,2,80,Screen Technology,LCD,Screen area,2800,Average mode power,128
Television,LOEWE,Loewe ART 32 SL FHD 100 DR+ 68401U49,Germany,495,2.143,2,80,Screen Technology,LCD,Screen area,2800,Average mode power,128
Television,LOEWE,Loewe ART 32 SL FHD 100 DR+ 68401T49,Germany,495,2.143,2,80,Screen Technology,LCD,Screen area,2800,Average mode power,128
Television,LOEWE,Loewe ART 32 SL FHD 100 68401W80,Germany,475,2.327,2,80,Screen Technology,LCD,Screen area,2800,Average mode power,122
Television,LOEWE,Loewe ART 32 SL FHD 100 68401U80,Germany,475,2.327,2,80,Screen Technology,LCD,Screen area,2800,Average mode power,122
Television,LOEWE,Loewe ART 32 SL FHD 100 68401T80,Germany,475,2.327,2,80,Screen Technology,LCD,Screen area,2800,Average mode power,122
Television,BAUHN,MD21067 AUS-A,China,122,6.252,6,58,Screen Technology,LCD,Screen area,1458.3,Average mode power,32.83
Television,SANYO,LED-19XZ11,China,85,6.653,6,47,Screen Technology,LCD (LED),Screen area,944.2,Average mode power,21.9
Television,AKAI,AK46FELED,China,374,6.193687522,6,116.809,Screen Technology,LCD (LED),Screen area,5830.238736,Average mode power,101.9
Television,LOEWE,LOEWE Connect ID 40 DR+ 51463_44,Germany,290,6.26954939,6,102.083,Screen Technology,LCD (LED),Screen area,4450,Average mode power,72
Television,LOEWE,Loewe  Connect Media 32 FHD100 68417W76,Germany,495,2.052,2,81,Screen Technology,LCD,Screen area,2730,Average mode power,128
Television,LOEWE,Loewe  Connect Media 32 FHD100 68417U76,Germany,495,2.052,2,81,Screen Technology,LCD,Screen area,2730,Average mode power,128
Television,LOEWE,Loewe  Connect Media 32 FHD100 68417T76,Germany,495,2.052,2,81,Screen Technology,LCD,Screen area,2730,Average mode power,128
Television,LOEWE,LOEWE Connect ID 46 DR+51464_44,Germany,320,6.916288762,6,117.091,Screen Technology,LCD (LED),Screen area,5865,Average mode power,81
Television,LOEWE,Connect ID 32 DR+ 51462_44,Germany,250,5.113269288,5,80.131,Screen Technology,LCD (LED),Screen area,2730,Average mode power,63
Television,LOEWE,Loewe XELOS M 46 52449_80,Germany,310,7.023618314,7,116.846,Screen Technology,LCD (LED),Screen area,5814,Average mode power,78
Television,LOEWE,Connect 22 SL LED 50405_80,Germany,135,5.853786797,5.5,61.27,Screen Technology,LCD (LED),Screen area,1485,Average mode power,34
Television,LOEWE,Connect 26 SL LED 50401_80,Germany,175,5.415917881,5,66.049,Screen Technology,LCD (LED),Screen area,1868.75,Average mode power,45
Television,LOEWE,ART 40 3D 51413_80,Germany,340,5.556713668,5.5,102.083,Screen Technology,LCD (LED),Screen area,4450,Average mode power,88
Television,LOEWE,Individual 32 Media 3D DR+ 51425U47,Germany,265,4.852,4.5,80,Screen Technology,LCD (LED),Screen area,2730,Average mode power,66
Television,LOEWE,Individual 32 Media 3D DR+ 51425L47,Germany,265,4.852,4.5,80,Screen Technology,LCD (LED),Screen area,2730,Average mode power,66
Television,LOEWE,Individual 32 Media 3D DR+ 51425B47,Germany,265,4.852,4.5,80,Screen Technology,LCD (LED),Screen area,2730,Average mode power,66
Television,LOEWE,Connect 40 MEDIA 3D DR+ 50409W42,Germany,355,5.363,5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,92
Television,LOEWE,Connect 40 MEDIA 3D DR+ 50409U42,Germany,355,5.363,5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,92
Television,LOEWE,Connect 40 MEDIA 3D DR+ 50409T42,Germany,355,5.363,5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,92
Television,LOEWE,Connect 32 3D DR+ 51408W2,Germany,255,5.025,5,80,Screen Technology,LCD (LED),Screen area,2730,Average mode power,65
Television,LOEWE,Connect 32 3D DR+ 51408U42,Germany,255,5.025,5,80,Screen Technology,LCD (LED),Screen area,2730,Average mode power,65
Television,LOEWE,Connect 32 3D DR+ 51408T42,Germany,255,5.025,5,80,Screen Technology,LCD (LED),Screen area,2730,Average mode power,65
Television,LOEWE,ART 46 3D DR+ 51414_47,Germany,410,5.840310037,5.5,117.337,Screen Technology,LCD (LED),Screen area,5916,Average mode power,106
Television,LOEWE,ART 32 LED 50412_81,Germany,225,5.675970841,5.5,80.623,Screen Technology,LCD (LED),Screen area,2800,Average mode power,56
Television,LOEWE,ART 40 LED 200 2CL+ DR+ 50414W47,Germany,335,5.623,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,86
Television,LOEWE,ART 40 LED 200 2CL+ DR+ 50414U47,Germany,335,5.623,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,86
Television,LOEWE,ART 40 LED 200 2CL+ DR+ 50414T47,Germany,335,5.623,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,86
Television,LOEWE,ART 40 LED 200 CL+ 50414W80,Germany,325,5.759,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,83
Television,LOEWE,ART 40 LED 200 CL+ 50414U80,Germany,325,5.759,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,83
Television,LOEWE,ART 40 LED 200 CL+ 50414T80,Germany,325,5.759,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,83
Television,LOEWE,ART 32 LED 100 2CL+ DR+ 50412W47,Germany,285,4.617,4.5,80,Screen Technology,LCD (LED),Screen area,2800,Average mode power,73
Television,LOEWE,ART 32 LED 100 2CL+ DR+ 50412U47,Germany,285,4.617,4.5,80,Screen Technology,LCD (LED),Screen area,2800,Average mode power,73
Television,LOEWE,ART 32 LED 100 2CL+ DR+ 50412T47,Germany,285,4.617,4.5,80,Screen Technology,LCD (LED),Screen area,2800,Average mode power,73
Television,LOEWE,CONNECT MEDIA 40 LED 200 2CLl+ DR+ 50404W42,Germany,350,5.427,5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,90
Television,LOEWE,CONNECT MEDIA 40 LED 200 2CL+ DR+ 50404U42,Germany,350,5.427,5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,90
Television,LOEWE,CONNECT MEDIA 40 LED 200 2CL+ DR+ 50404T42,Germany,350,5.427,5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,90
Television,LOEWE,CONNECT 40 LED 200 50404W82,Germany,335,5.623,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,86
Television,LOEWE,CONNECT 40 LED 200 50404U82,Germany,335,5.623,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,86
Television,LOEWE,CONNECT 40 LED 200 50404T82,Germany,335,5.623,5.5,102,Screen Technology,LCD (LED),Screen area,4450,Average mode power,86
Television,LOEWE,Individual 55 Compose 3D DR+ 50432L48,Germany,535,5.957,5.5,140,Screen Technology,LCD (LED),Screen area,8160,Average mode power,140
Television,LOEWE,Individual 55 Compose 3D DR+ 50432U48,Germany,535,5.957,5.5,140,Screen Technology,LCD (LED),Screen area,8160,Average mode power,140
Television,LOEWE,Individual 55 Compose 3D DR+ 50432B48,Germany,535,5.957,5.5,140,Screen Technology,LCD (LED),Screen area,8160,Average mode power,140
Television,LOEWE,Individual 46 Compose 3D DR+ 50431U48,Germany,435,5.575,5.5,117,Screen Technology,LCD (LED),Screen area,5916,Average mode power,112
Television,LOEWE,Individual 46 Compose 3D DR+ 50431L48,Germany,435,5.575,5.5,117,Screen Technology,LCD (LED),Screen area,5916,Average mode power,112
Television,LOEWE,Individual 46 Compose 3D DR+ 50431B48,Germany,435,5.575,5.5,117,Screen Technology,LCD (LED),Screen area,5916,Average mode power,112
Television,LOEWE,Individual 40 Compose 3D DR+ 50430L48,Germany,405,4.773,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,102
Television,LOEWE,Individual 40 Compose 3D DR+ 50430U48,Germany,405,4.773,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,102
Television,LOEWE,Individual 40 Compose 3D DR+ 50430B48,Germany,405,4.773,4.5,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,102
Television,LOEWE,Loewe  Individual Compose 40 LED 400 DR+ 69408L44,Germany,450,4.301,4,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,117
Television,LOEWE,Loewe  Individual Compose 40  LED 400 DR+ 69408B44,Germany,450,4.301,4,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,117
Television,LOEWE,Loewe  Individual Compose 40  LED 400 DR+ 69408U44,Germany,450,4.301,4,101,Screen Technology,LCD (LED),Screen area,4450,Average mode power,117
Television,LOEWE,Loewe Individual Compose 46  LED 400 DR+ 69409U44,Germany,475,5.181,5,117,Screen Technology,LCD (LED),Screen area,5916,Average mode power,125
Television,LOEWE,Loewe Individual Compose 46  LED 400 DR+ 69409L44,Germany,475,5.181,5,117,Screen Technology,LCD (LED),Screen area,5916,Average mode power,125
Television,LOEWE,Loewe Individual Compose 46  LED 400 DR+ 69409B44,Germany,475,5.181,5,117,Screen Technology,LCD (LED),Screen area,5916,Average mode power,125
Television,LOEWE,Loewe Connect Media 32 FHD100 DR + 68417W31,Germany,515,1.875,1.5,81,Screen Technology,LCD,Screen area,2730,Average mode power,133
Television,LOEWE,Loewe Connect Media 32 FHD100 DR + 68417U31,Germany,515,1.875,1.5,81,Screen Technology,LCD,Screen area,2730,Average mode power,133
Television,LOEWE,Loewe Connect Media 32 FHD100 DR + 68417T31,Germany,515,1.875,1.5,81,Screen Technology,LCD,Screen area,2730,Average mode power,133
Television,LOEWE,Loewe  Xelos 42 SL 69416W80,Germany,640,3.121,3,106,Screen Technology,LCD (LED),Screen area,4929,Average mode power,171
Television,LOEWE,Loewe  Xelos 42 SL 69416T80,Germany,640,3.121,3,106,Screen Technology,LCD (LED),Screen area,4929,Average mode power,171
Television,SANYO,LCD-46XZ11F,China,696,3.41,3,117,Screen Technology,LCD,Screen area,5830.2,Average mode power,189.2
Television,SANYO,LCD-46XR11F,China,696,3.41,3,117,Screen Technology,LCD,Screen area,5830.2,Average mode power,189.2
Television,SANYO,LCD-32XR11,China,301,4.29,4,80,Screen Technology,LCD,Screen area,2736.7,Average mode power,81.4
Television,SANYO,LCD-40XR10F(D),China,533,3.508,3.5,101,Screen Technology,LCD,Screen area,4411.6,Average mode power,145.1
Television,Dick Smith,GE6806,China,235,4.09,4,66.09,Screen Technology,LCD,Screen area,1866.2,Average mode power,57.545
Television,Dick Smith,GE6804,China,465,3.526,3.5,94.03,Screen Technology,LCD,Screen area,3776.7,Average mode power,112.65
Television,TCL,L32P60U,China,210,5.89,5.5,80.2,Screen Technology,LCD,Screen area,2726.1,Average mode power,53.6
Television,Panasonic,TH-P55GT30A,Japan,603,5.528,5.5,140,Screen Technology,Plasma,Screen area,8376.1,Average mode power,164
Television,SAMSUNG ELECTRONICS,UA55D6000SM,Malaysia,440,6.867,6,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,120
Television,SANYO,LCD-19VT11DVD,Turkey,103,5.792,5.5,47,Screen Technology,LCD,Screen area,944.2,Average mode power,27.1
Television,TCL,L32M11PVR,China,250,5.103,5,79.5,Screen Technology,LCD,Screen area,2722.2,Average mode power,64.9
Television,TCL,L40M11FPVR,China,420,4.552,4.5,101.2,Screen Technology,LCD,Screen area,4384.6,Average mode power,108.8
Television,TCL,L24E5200F,China,95,7.633,7,60.8,Screen Technology,LCD (LED),Screen area,1587,Average mode power,24.2
Television,SANYO,LCD-22VT11DVD,Turkey,161,4.626,4.5,55,Screen Technology,LCD,Screen area,1281.3,Average mode power,43.3
Television,Teco,TA19NCLR1,China,80,6.943,6,47,Screen Technology,LCD (LED),Screen area,951.2,Average mode power,20.9
Television,Teco,TA19NCLR,China,80,6.943,6,47,Screen Technology,LCD (LED),Screen area,951.2,Average mode power,20.9
Television,Tecovision,LCD32HNLD1,China,372,3.377,3,80,Screen Technology,LCD,Screen area,2764.1,Average mode power,100.8
Television,Tecovision,LCD32HNLD,China,372,3.377,3,80,Screen Technology,LCD,Screen area,2764.1,Average mode power,100.8
Television,Tecovision,LCD32HNLA1,China,372,3.377,3,80,Screen Technology,LCD,Screen area,2764.1,Average mode power,100.8
Television,Tecovision,LCD32HNLA,China,372,3.377,3,80,Screen Technology,LCD,Screen area,2764.1,Average mode power,100.8
Television,SANYO,LED-19XR11,China,85,6.653,6,47,Screen Technology,LCD (LED),Screen area,944.2,Average mode power,21.9
Television,SAMSUNG ELECTRONICS,LT27A550,Malaysia,144,6.548,6,68.7,Screen Technology,LCD (LED),Screen area,2021.2,Average mode power,39
Television,SAMSUNG ELECTRONICS,HE46A,Malaysia,294,7.274,7,116.8,Screen Technology,LCD (LED),Screen area,5833.1,Average mode power,80
Television,SAMSUNG ELECTRONICS,HE40A,Malaysia,217,7.536,7,101.6,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,59
Television,SAMSUNG ELECTRONICS,HG46AB690QW,Malaysia,234,8.29717141,8,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,63.8
Television,SAMSUNG ELECTRONICS,HG32AB690QW,Malaysia,177,6.677888869,6,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,47.94
Television,SAMSUNG ELECTRONICS,HG28AB670BW,Malaysia,94,8.583536641,8,69.906,Screen Technology,LCD (LED),Screen area,2097.6,Average mode power,25.23
Television,SAMSUNG ELECTRONICS,UA40D5800VM,Malaysia,206,7.769,7,101.6,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,56
Television,SAMSUNG ELECTRONICS,UA32D5800VM,Malaysia,180,6.603,6,80.1,Screen Technology,LCD (LED),Screen area,2743.1,Average mode power,48
Television,SAMSUNG ELECTRONICS,LA40D503F7M,Malaysia,279,6.41,6,101.6,Screen Technology,LCD,Screen area,4412.3,Average mode power,74
Television,SAMSUNG ELECTRONICS,LA32D403E2M,Malaysia,203,6.064,6,80.1,Screen Technology,LCD,Screen area,2743.1,Average mode power,55
Television,SAMSUNG ELECTRONICS,UA26D4003BM,Malaysia,115,7.293,7,66.1,Screen Technology,LCD (LED),Screen area,1866.2,Average mode power,31
Television,SAMSUNG ELECTRONICS,UA32D4003BM,Malaysia,115,8.61,8,80.1,Screen Technology,LCD (LED),Screen area,2743.1,Average mode power,31
Television,Sphere,185HDLED,China,59,8.288823776,8,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,15.23
Television,Sphere,215FHDLED,China,85,7.480780846,7,54.687,Screen Technology,LCD (LED),Screen area,1277.919504,Average mode power,22.13
Television,Panasonic,TH-P46GT30A,Japan,486,5.026,5,117,Screen Technology,Plasma,Screen area,5838.9,Average mode power,132
Television,Sphere,236FHDLED,China,96,7.469958182,7,59.809,Screen Technology,LCD (LED),Screen area,1528.497216,Average mode power,25.33
Television,GRUNDIG,G32LCD,China,354,3.563,3.5,80,Screen Technology,LCD,Screen area,2736.4,Average mode power,96
Television,GRUNDIG,G32LCDV,China,354,3.563,3.5,80,Screen Technology,LCD,Screen area,2736.4,Average mode power,96
Television,SANYO,LED-32XR11F,China,193,6.291,6,80,Screen Technology,LCD (LED),Screen area,2743.7,Average mode power,51.5
Television,SANYO,LCD-40XR11F,China,483,3.95,3.5,101,Screen Technology,LCD,Screen area,4411.6,Average mode power,131.1
Television,SANYO,LCD-32XR11F,China,328,3.914,3.5,80,Screen Technology,LCD,Screen area,2743.7,Average mode power,88.9
Television,SANYO,LCD-26XR11,China,225,4.281,4,66,Screen Technology,LCD,Screen area,1863.8,Average mode power,60.5
Television,SAMSUNG ELECTRONICS,UA40D6003SM,Malaysia,286,6.299,6,101.6,Screen Technology,LCD (LED),Screen area,4412.3,Average mode power,78
Television,Sphere,CTC-A22LCDTVDVD,China,175,4.546,4.5,56.07,Screen Technology,LCD,Screen area,1415.5,Average mode power,45.411
Television,Sphere,CTC-A19LCDTVDVD,China,155,4.245,4,48.42,Screen Technology,LCD,Screen area,1052.2,Average mode power,40.143
Television,SAMSUNG ELECTRONICS,T22A350,Malaysia,96,7.004,7,54.7,Screen Technology,LCD (LED),Screen area,1308.3,Average mode power,26
Television,TEAC,LCD2681FHD,China,209,4.691076198,4.5,66.741,Screen Technology,LCD,Screen area,1909.6704,Average mode power,53.4
Television,LOEWE,Xelos 40 LED Media 50424W83,Germany,280,6.426808337,6,102.083,Screen Technology,LCD (LED),Screen area,4450,Average mode power,72
Television,LOEWE,Xelos 40 LED Media 50424T83,Germany,280,6.426808337,6,102.083,Screen Technology,LCD (LED),Screen area,4450,Average mode power,72
Television,SAMSUNG ELECTRONICS,HG40AB670FW,Malaysia,214,7.598531026,7,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,58.08
Television,SAMSUNG ELECTRONICS,HG32AB670BW,Malaysia,121,8.382438181,8,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,32.73
Television,TOSHIBA,46HL900A*,China,290,7.324718842,7,116.682,Screen Technology,LCD (LED),Screen area,5817.24,Average mode power,74.83
Television,TOSHIBA,32RL900A*,China,120,8.420311084,8,80.131,Screen Technology,LCD (LED),Screen area,2743.6644,Average mode power,32
Television,TOSHIBA,23HL900A*,China,124,6.174259586,6,58.385,Screen Technology,LCD (LED),Screen area,1455.74,Average mode power,28.32
Television,TOSHIBA,32EL900A*,China,147,7.49595602,7,79.967,Screen Technology,LCD (LED),Screen area,2732.24,Average mode power,38.02
Television,Audiosonic,1201,China,115,6.125782282,6,54.683,Screen Technology,LCD (LED),Screen area,1277.7646,Average mode power,30.42
Television,SAMSUNG ELECTRONICS, HG32AA690NW,Malaysia,141,7.696918282,7,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,38
Television,SAMSUNG ELECTRONICS,UA55ES6800M,Malaysia,293,8.689086059,8,138.798,Screen Technology,LCD (LED),Screen area,8228,Average mode power,80
Television,GVA,GVA19LEDCJ,China,93,6.249499554,6,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,24.5
Television,TOSHIBA,42HL900A,China,257,7.157351988,7,106.697,Screen Technology,LCD (LED),Screen area,4863.9,Average mode power,63
Television,Kogan,KALED553D1A,China,461,6.654577913,6,138.711,Screen Technology,LCD,Screen area,8221.2,Average mode power,113.3
Television,TOSHIBA,40TL900A*,China,192,8.084096613,8,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,51.8
Television,SAMSUNG ELECTRONICS,UA60ES6500M,Malaysia,340,8.808926099,8,152.504,Screen Technology,LCD (LED),Screen area,9940.92,Average mode power,93
Television,SAMSUNG ELECTRONICS, T27B750AA,Malaysia,159,6.10404008,6,68.691,Screen Technology,LCD (LED),Screen area,2021.24,Average mode power,43
Television,SAMSUNG ELECTRONICS,UA46ES6600M,Malaysia,264,7.756586719,7,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,72
Television,SAMSUNG ELECTRONICS,UA40ES6700M,Malaysia,242,7.04748794,7,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,66
Television,SAMSUNG ELECTRONICS,UA40ES6600M,Malaysia,242,7.04748794,7,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,66
Television,AWA,MSDV3213-O3-D0,China,400,3.016222531,3,80.043,Screen Technology,LCD,Screen area,2737.0771,Average mode power,91.3
Television,Panasonic,TH-L42U5Z,Malaysia,393,5.249728153,5,106.61,Screen Technology,LCD (LED),Screen area,4858.67,Average mode power,107.2
Television,Panasonic,TH-L32C5Z,Malaysia,248,5.162415397,5,80.141,Screen Technology,LCD (LED),Screen area,2740.08,Average mode power,67.48
Television,SAMSUNG ELECTRONICS,UA40EH5306M,Malaysia,184,8.275405874,8,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,50
Television,GVA,GVA32LEDF,China,200,6.121310334,6,80.054,Screen Technology,LCD (LED),Screen area,2736.16,Average mode power,53.9
Television,Panasonic,TH-L24X5Z,Malaysia,81,8.248313203,8,59.872,Screen Technology,LCD (LED),Screen area,1536.95,Average mode power,21.83
Television,Panasonic,TH-L24X5A,Malaysia,81,8.248313203,8,59.872,Screen Technology,LCD (LED),Screen area,1536.95,Average mode power,21.83
Television,SAMSUNG ELECTRONICS,PS60E531A6M ,Malaysia,677,5.782745827,5.5,153.333,Screen Technology,Plasma,Screen area,10085.04,Average mode power,185
Television,SAMSUNG ELECTRONICS,PS60E530A3M,Malaysia,677,5.782745827,5.5,153.333,Screen Technology,Plasma,Screen area,10085.04,Average mode power,185
Television,SAMSUNG ELECTRONICS,PS51E531A6M,Malaysia,691,4.218720871,4,128.841,Screen Technology,Plasma,Screen area,7065,Average mode power,189
Television,SAMSUNG ELECTRONICS,UA32EH5306M,Malaysia,144,7.602569111,7,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,39
Television,SAMSUNG ELECTRONICS,UA32ES6200M,Malaysia,168,6.911755153,6,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,45.8
Television,SAMSUNG ELECTRONICS,UA55ES8000M,Malaysia,388,7.430556611,7,138.798,Screen Technology,LCD (LED),Screen area,8228,Average mode power,106
Television,SAMSUNG ELECTRONICS,UA46ES5500M,Malaysia,224,8.492897718,8,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,61
Television,SAMSUNG ELECTRONICS,LA32E420E2M,Malaysia,202,6.085812763,6,80.103,Screen Technology,LCD,Screen area,2743.14,Average mode power,55
Television,Tecovision,LCD32AHRDLEBC,China,284,4.58732557,4.5,80.376,Screen Technology,LCD,Screen area,2765,Average mode power,77.3
Television,PHILIPS,42HFL4373D/10,"Poland,China,Hungary",352,5.78274297,5.5,107.106,Screen Technology,LCD,Screen area,4907.58,Average mode power,96.3
Television,PHILIPS,26HFL4373D/10,"Poland,China,Hungary",109,7.52879149,7,66.125,Screen Technology,LCD (LED),Screen area,1863.71,Average mode power,29.6
Television,TCL,L46V6300F3DE-2,China,320,6.892496879,6,116.809,Screen Technology,LCD (LED),Screen area,5830.238736,Average mode power,81.8
Television,SAMSUNG ELECTRONICS,UA26EH4000M,Malaysia,96,8.102350773,8,66.087,Screen Technology,LCD (LED),Screen area,1866.24,Average mode power,26
Television,TEAC,LCD2239HD,China,193,3.805490893,3.5,54.683,Screen Technology,LCD,Screen area,1277.7646,Average mode power,49.94
Television,TEAC,LCDV2256HD,China,207,3.491663297,3,54.683,Screen Technology,LCD,Screen area,1277.7646,Average mode power,55.95
Television,SAMSUNG ELECTRONICS,UA55EH6000M,Malaysia,301,8.568367107,8,138.798,Screen Technology,LCD (LED),Screen area,8228,Average mode power,82
Television,SAMSUNG ELECTRONICS,UA40EH6000M,Malaysia,228,7.314545164,7,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,62
Television,SAMSUNG ELECTRONICS,UA40EH5006M,Malaysia,195,8.015197589,8,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,53
Television,SAMSUNG ELECTRONICS,UA32EH5006M,Malaysia,140,7.728814646,7,80.103,Screen Technology,LCD (LED),Screen area,2743.14,Average mode power,38
Television,SAMSUNG ELECTRONICS,UA19ES4000M,Malaysia,74,7.270442998,7,47.011,Screen Technology,LCD (LED),Screen area,943,Average mode power,20
Television,SAMSUNG ELECTRONICS,PS43E450A1M,Malaysia,344,6.077784318,6,109.337,Screen Technology,Plasma,Screen area,5153.07,Average mode power,94
Television,TEAC,LCD2681FHDR,China,209,4.61586839,4.5,66.087,Screen Technology,LCD,Screen area,1866.24,Average mode power,56.5
Television,Sony,KDL-46EX650,Malaysia,244,8.10963693,8,116.818,Screen Technology,LCD (LED),Screen area,5833.14,Average mode power,66.41
Television,Sony,KDL-40EX650,Malaysia,230,7.275405874,7,101.637,Screen Technology,LCD (LED),Screen area,4412.28,Average mode power,62.58
Television,TEAC,LE1980HD,China,106,5.663152334,5.5,47.013,Screen Technology,LCD (LED),Screen area,944.1792,Average mode power,28.4
Television,SAMSUNG ELECTRONICS,UA55D6400UN,Malaysia,410,7.183,7,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,112
Television,Sony,KDL-55HX850,Malaysia,319,8.308082471,8,138.798,Screen Technology,LCD (LED),Screen area,8228,Average mode power,86.85
Television,PHILIPS,22HFL4373D/10,"Poland,China,Hungary",102,6.675511378,6,54.762,Screen Technology,LCD (LED),Screen area,1283.13,Average mode power,27.9
Television,SAMSUNG ELECTRONICS,UA55D6600WN,Malaysia,410,7.183,7,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,112
Television,TCL,L46V6300F3DE,China,330,6.755,6,116.84,Screen Technology,LCD (LED),Screen area,5830.2,Average mode power,81.2
Television,SAMSUNG ELECTRONICS,UA55D7000LN,Malaysia,402,7.272,7,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,110
Television,TCL,L32E5300,China,150,7.411227896,7,80.039,Screen Technology,LCD (LED),Screen area,2736.691661,Average mode power,36.15
Television,SAMSUNG ELECTRONICS,UA55D8000YN,Malaysia,402,7.272,7,138.8,Screen Technology,LCD (LED),Screen area,8228,Average mode power,110
Television,TCL,L32D3260,China,175,6.720413938,6,80.03887505,Screen Technology,LCD (LED),Screen area,2736.691661,Average mode power,43.03
Television,SAMSUNG ELECTRONICS,UA60D6600VN,Malaysia,461,7.445,7,152.5,Screen Technology,LCD (LED),Screen area,9940.9,Average mode power,126
Television,Panasonic,TH-P65VT30A,Turkey,913,5.01623231,5,164.499,Screen Technology,Plasma,Screen area,11558.04,Average mode power,249
Television,Panasonic,TH-P55ST30A,Thailand,602,5.535792764,5.5,140.051,Screen Technology,Plasma,Screen area,8376.06,Average mode power,164
Television,TCL,L40D3260F,China,250,6.901156106,6,101.609,Screen Technology,LCD (LED),Screen area,4411.6164,Average mode power,62.52
Television,SAMSUNG ELECTRONICS,UA60D8000YN,Malaysia,508,7.009,7,152.5,Screen Technology,LCD (LED),Screen area,9940.9,Average mode power,139
Television,GRUNDIG,GLED3211HDV*,China,240,5.314481774,5,80.133,Screen Technology,LCD (LED),Screen area,2744.0136,Average mode power,65.121
Television,SAMSUNG ELECTRONICS,UA46D6400UN,Malaysia,311,7.022,7,116.8,Screen Technology,LCD (LED),Screen area,5833.1,Average mode power,85
Television,SAMSUNG ELECTRONICS,UA46D6600WN,Malaysia,311,7.022,7,116.8,Screen Technology,LCD (LED),Screen area,5833.1,Average mode power,85
